N = 50
E = 1225

1	2	1
1	3	3665
1	4	1711
1	5	6867
1	6	7391
1	7	5513
1	8	4790
1	9	5822
1	10	4314
1	11	8919
1	12	7775
1	13	5799
1	14	7631
1	15	6405
1	16	7848
1	17	7401
1	18	9527
1	19	7948
1	20	7599
1	21	543
1	22	6260
1	23	8274
1	24	3651
1	25	2468
1	26	8403
1	27	64
1	28	429
1	29	2395
1	30	123
1	31	4945
1	32	1564
1	33	4378
1	34	8596
1	35	610
1	36	8835
1	37	5664
1	38	9762
1	39	536
1	40	3240
1	41	4074
1	42	5109
1	43	8443
1	44	6880
1	45	7680
1	46	7448
1	47	559
1	48	7404
1	49	3639
1	50	9394
2	3	1
2	4	4354
2	5	2819
2	6	376
2	7	5034
2	8	7574
2	9	2881
2	10	596
2	11	7433
2	12	4983
2	13	1225
2	14	5639
2	15	6883
2	16	9353
2	17	6764
2	18	9427
2	19	7626
2	20	4299
2	21	6330
2	22	2307
2	23	234
2	24	4069
2	25	2956
2	26	7287
2	27	8030
2	28	7971
2	29	5823
2	30	8126
2	31	4564
2	32	6592
2	33	1217
2	34	7828
2	35	5096
2	36	6462
2	37	6235
2	38	9387
2	39	5747
2	40	6958
2	41	1283
2	42	6445
2	43	7597
2	44	400
2	45	2877
2	46	8732
2	47	5662
2	48	1873
2	49	8802
2	50	1894
3	4	1
3	5	63
3	6	7314
3	7	5730
3	8	4468
3	9	6416
3	10	7191
3	11	9598
3	12	976
3	13	8139
3	14	4671
3	15	3874
3	16	2628
3	17	1359
3	18	1849
3	19	4121
3	20	7051
3	21	6170
3	22	5166
3	23	1377
3	24	9977
3	25	8265
3	26	797
3	27	6989
3	28	9128
3	29	474
3	30	4493
3	31	6019
3	32	9811
3	33	5057
3	34	3529
3	35	2313
3	36	8394
3	37	2660
3	38	6550
3	39	8280
3	40	6561
3	41	6095
3	42	2633
3	43	4000
3	44	3888
3	45	5136
3	46	4180
3	47	8811
3	48	7284
3	49	387
3	50	8184
4	5	1
4	6	5258
4	7	803
4	8	4320
4	9	7135
4	10	8288
4	11	4908
4	12	2771
4	13	1998
4	14	7777
4	15	7390
4	16	4920
4	17	4863
4	18	7171
4	19	9848
4	20	5121
4	21	2603
4	22	6570
4	23	5446
4	24	8076
4	25	7124
4	26	5343
4	27	2753
4	28	7822
4	29	987
4	30	9295
4	31	4561
4	32	685
4	33	8793
4	34	600
4	35	4761
4	36	6055
4	37	1135
4	38	1517
4	39	875
4	40	440
4	41	8620
4	42	6483
4	43	8181
4	44	7580
4	45	4102
4	46	7938
4	47	401
4	48	9129
4	49	723
4	50	5554
5	6	1
5	7	3760
5	8	1956
5	9	4088
5	10	9245
5	11	1170
5	12	3686
5	13	1647
5	14	7077
5	15	6557
5	16	3487
5	17	5717
5	18	8690
5	19	8966
5	20	2849
5	21	5142
5	22	4724
5	23	3015
5	24	2964
5	25	9056
5	26	911
5	27	3945
5	28	5200
5	29	6732
5	30	6812
5	31	1766
5	32	9299
5	33	125
5	34	5434
5	35	7906
5	36	991
5	37	5088
5	38	4539
5	39	9056
5	40	3817
5	41	2170
5	42	8113
5	43	7939
5	44	366
5	45	6170
5	46	7027
5	47	1960
5	48	4531
5	49	7274
5	50	7804
6	7	1
6	8	2321
6	9	3233
6	10	3501
6	11	5365
6	12	7679
6	13	7330
6	14	540
6	15	7278
6	16	9352
6	17	5542
6	18	2101
6	19	1697
6	20	7667
6	21	4492
6	22	9555
6	23	7928
6	24	3008
6	25	5508
6	26	5041
6	27	5296
6	28	4211
6	29	1702
6	30	8086
6	31	4864
6	32	7792
6	33	5629
6	34	5352
6	35	4544
6	36	5593
6	37	1124
6	38	6386
6	39	3330
6	40	4165
6	41	3277
6	42	9146
6	43	6472
6	44	6227
6	45	5526
6	46	1314
6	47	9902
6	48	7682
6	49	2528
6	50	5630
7	8	1
7	9	52
7	10	7353
7	11	650
7	12	7860
7	13	2757
7	14	5934
7	15	2348
7	16	4873
7	17	6008
7	18	7118
7	19	2891
7	20	8724
7	21	3998
7	22	5215
7	23	1887
7	24	1904
7	25	4784
7	26	9549
7	27	7024
7	28	2006
7	29	5771
7	30	240
7	31	5127
7	32	3385
7	33	1805
7	34	5441
7	35	928
7	36	6696
7	37	796
7	38	2709
7	39	2299
7	40	5095
7	41	5363
7	42	6603
7	43	4467
7	44	1390
7	45	6852
7	46	2800
7	47	2749
7	48	6524
7	49	2070
7	50	3190
8	9	1
8	10	6239
8	11	3213
8	12	6645
8	13	2061
8	14	7154
8	15	8404
8	16	2172
8	17	8607
8	18	3763
8	19	5437
8	20	5925
8	21	6113
8	22	2219
8	23	8485
8	24	3524
8	25	9590
8	26	2608
8	27	2199
8	28	1133
8	29	4718
8	30	598
8	31	2409
8	32	3251
8	33	4997
8	34	3225
8	35	908
8	36	5080
8	37	6575
8	38	9825
8	39	7135
8	40	2395
8	41	7475
8	42	2667
8	43	160
8	44	7369
8	45	2519
8	46	682
8	47	7481
8	48	7967
8	49	6841
8	50	4072
9	10	1
9	11	2685
9	12	5990
9	13	5405
9	14	405
9	15	9149
9	16	268
9	17	3750
9	18	2004
9	19	601
9	20	1718
9	21	9220
9	22	493
9	23	2613
9	24	1421
9	25	5978
9	26	1865
9	27	3372
9	28	4792
9	29	7249
9	30	301
9	31	2945
9	32	8498
9	33	1502
9	34	8549
9	35	7676
9	36	8960
9	37	280
9	38	8017
9	39	5213
9	40	2822
9	41	4179
9	42	7015
9	43	9347
9	44	6270
9	45	9812
9	46	2422
9	47	5814
9	48	6127
9	49	9203
9	50	3027
10	11	1
10	12	3102
10	13	5358
10	14	7485
10	15	5501
10	16	5079
10	17	2994
10	18	2258
10	19	1680
10	20	8650
10	21	3540
10	22	3755
10	23	7984
10	24	9194
10	25	203
10	26	6207
10	27	6421
10	28	3379
10	29	478
10	30	9840
10	31	2993
10	32	7373
10	33	7625
10	34	4723
10	35	4005
10	36	2032
10	37	2235
10	38	6581
10	39	2336
10	40	668
10	41	7867
10	42	3712
10	43	6326
10	44	5186
10	45	4990
10	46	5348
10	47	1823
10	48	9933
10	49	122
10	50	2126
11	12	1
11	13	673
11	14	4794
11	15	9155
11	16	9793
11	17	2770
11	18	1859
11	19	7432
11	20	1728
11	21	3533
11	22	3170
11	23	3286
11	24	2685
11	25	5363
11	26	4467
11	27	3881
11	28	7281
11	29	3354
11	30	3810
11	31	5281
11	32	7335
11	33	5087
11	34	1766
11	35	8530
11	36	3487
11	37	5302
11	38	6405
11	39	3673
11	40	1148
11	41	6720
11	42	6062
11	43	2544
11	44	433
11	45	4959
11	46	7174
11	47	7750
11	48	9860
11	49	7126
11	50	9738
12	13	1
12	14	4680
12	15	9321
12	16	6417
12	17	722
12	18	3642
12	19	9882
12	20	3512
12	21	2949
12	22	7688
12	23	5005
12	24	605
12	25	5866
12	26	6959
12	27	9805
12	28	7929
12	29	6119
12	30	5841
12	31	6692
12	32	5671
12	33	4181
12	34	8868
12	35	9612
12	36	2037
12	37	8743
12	38	8164
12	39	6176
12	40	635
12	41	1912
12	42	503
12	43	5212
12	44	5831
12	45	1488
12	46	5880
12	47	7298
12	48	9040
12	49	3284
12	50	8950
13	14	1
13	15	4563
13	16	9257
13	17	9344
13	18	9217
13	19	1983
